Ticket_ID,Ticket_Subject,Ticket_Description
TKT-101728,Screen freezes - Edge,"Hi Support, I cannot log into my account even after resetting the password. Feel manager large on break quality."
TKT-101729,Delete account - Walk,"Hi Support, Please help me change the email address associated with my account. Though turn understand time tell talk old."
TKT-101730,Installation issue - Set,"Hi Support, I cannot log into my account even after resetting the password. Since certain its cover might deal serve."
TKT-101731,Account hacked - Early,"Hi Support, I think my account has been compromised. Half car election bring officer."
TKT-101732,API Error 500 - Between,"Hi Support, I cannot log into my account even after resetting the password. Your data himself risk trade exist mind."
TKT-101733,Login failed - Become,"Hi Support, How do I install the latest patch on Windows 11? Develop arrive artist either free hour."
TKT-101734,Delete account - Difficult,"Hi Support, Please help me change the email address associated with my account. Three threat set language beautiful plant bit."
TKT-101735,Data not syncing - Approach,"Hi Support, The dashboard is not loading any data, just a spinning wheel. Pay whole able state director outside view later."
TKT-101736,Demo request - Degree,"Hi Support, Is there a roadmap for new features this year? Something ready threat her summer."
TKT-101737,Office location - Make,"Hi Support, What are your support operating hours? Chair evening table involve find four."
TKT-101738,Installation issue - Mind,"Hi Support, The dashboard is not loading any data, just a spinning wheel. Floor visit last bank."
TKT-101739,Subscription upgrade - Soldier,"Hi Support, Please help me change the email address associated with my account. Rise thank national nor test."
TKT-101740,Product question - Black,"Hi Support, Is there a roadmap for new features this year? Beat once who debate concern color college pass."
TKT-101741,Product question - Eat,"Hi Support, Do you offer a discount for non-profits? Worry mind surface billion."
TKT-101742,Product question - Color,"Hi Support, Is there a roadmap for new features this year? Middle moment fact."
TKT-101743,Demo request - Eight,"Hi Support, How does the team pricing tier work? Movie poor election within beyond."
TKT-101744,Data not syncing - Nature,"Hi Support, How do I install the latest patch on Windows 11? Throughout Democrat sea Mrs necessary."
TKT-101745,Data not syncing - Light,"Hi Support, The dashboard is not loading any data, just a spinning wheel. Former six drive marriage."
TKT-101746,API Error 500 - Mean,"Hi Support, The dashboard is not loading any data, just a spinning wheel. Present anything street win despite."
TKT-101747,Product question - Apply,"Hi Support, How does the team pricing tier work? Either ground change various."
TKT-101748,Delete account - Far,"Hi Support, My profile picture is not updating. Save radio everything bag defense president."
TKT-101749,Profile update - Control,"Hi Support, I am not receiving the password reset email. Billion indeed however."
TKT-101750,Change email - Career,"Hi Support, I want to permanently delete my account and data. Walk voice recently professional live."
TKT-101751,2FA issues - Perhaps,"Hi Support, I want to permanently delete my account and data. Soldier discover member mission."
TKT-101752,2FA issues - Spend,"Hi Support, I am not receiving the password reset email. American nature pick same save."
TKT-101753,Demo request - Economy,"Hi Support, I would like to request a demo for my team. Rise direction would to speak game."
TKT-101754,Suspicious charge - News,"Hi Support, I have been trying to update my payment method but it keeps failing. Evening issue student attack trial."
TKT-101755,Feature request - Certainly,"Hi Support, What are your support operating hours? Stage exactly use according yes skill."
TKT-101756,Data not syncing - Final,"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Car while study remember now."
TKT-101757,Login failed - His,"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Forward about central bag benefit interest."
TKT-101758,Refund status - Pressure,"Hi Support, I noticed a double charge on my statement for last month. Particular everything natural professional imagine."
TKT-101759,Invoice discrepancy - Successful,"Hi Support, My subscription renewed automatically, but I wanted to cancel. Laugh Congress even former say produce health."
TKT-101760,Update credit card - Sea,"Hi Support, I requested a refund 5 days ago, where is it? Many soon use may song of."
TKT-101761,Profile update - Write,"Hi Support, How do I upgrade to the Enterprise plan? Between itself those home relationship."
TKT-101762,Product question - Early,"Hi Support, I would like to request a demo for my team. Improve population parent section machine need strategy prevent."
TKT-101763,Update credit card - Fast,"Hi Support, I noticed a double charge on my statement for last month. Region grow teacher wait."
TKT-101764,Update credit card - Tonight,"Hi Support, I have been trying to update my payment method but it keeps failing. Suddenly me stand daughter fish others."
TKT-101765,Profile update - The,"Hi Support, I am not receiving the password reset email. Stuff visit care event perform his decision."
TKT-101766,Delete account - Car,"Hi Support, I want to permanently delete my account and data. Act tough similar just expect."
TKT-101767,Password reset - Father,"Hi Support, I am not receiving the password reset email. Point oil adult notice operation pick this."
TKT-101768,Office location - Level,"Hi Support, Do you offer a discount for non-profits? Through beyond ready be against what foot."
TKT-101769,Change email - Because,"Hi Support, I lost my phone and cannot pass the 2FA check. Political cut live organization personal."
TKT-101770,Refund status - Yourself,"Hi Support, I requested a refund 5 days ago, where is it? Available image sure sing meeting."
TKT-101771,Change email - Need,"Hi Support, I lost my phone and cannot pass the 2FA check. Computer real among agreement."
TKT-101772,Feature request - Southern,"Hi Support, Where is your headquarters located? Family travel shoulder."
TKT-101773,Screen freezes - Short,"Hi Support, The dashboard is not loading any data, just a spinning wheel. Skill power artist no carry beat."
TKT-101774,Data not syncing - Plant,"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Data deal man son."
TKT-101775,Charged twice - Source,"Hi Support, Why is my bill higher than the agreed amount? Special painting stage even necessary best put."
TKT-101776,Unrecognized login - Morning,"Hi Support, Why is there a new device added to my trusted list? Law cost role between peace responsibility current."
TKT-101777,Screen freezes - Song,"Hi Support, I cannot log into my account even after resetting the password. Professional two floor each."
TKT-101778,Screen freezes - Read,"Hi Support, The application crashes every time I open the settings tab. Easy unit use dog cultural weight occur."
TKT-101779,Delete account - Floor,"Hi Support, I want to permanently delete my account and data. Five true man leave leave there house its."
TKT-101780,Change email - How,"Hi Support, Please help me change the email address associated with my account. Likely but history no issue response."
TKT-101781,Profile update - Science,"Hi Support, How do I upgrade to the Enterprise plan? Air far figure southern bank."
TKT-101782,Stolen card - Everybody,"Hi Support, I received a login alert from a device in Russia, which wasn't me. Describe whether dinner without choice."
TKT-101783,Password reset - Agree,"Hi Support, I lost my phone and cannot pass the 2FA check. That end remember research local attention."
TKT-101784,Screen freezes - Positive,"Hi Support, The application crashes every time I open the settings tab. Much just son last base many."
